tID,tideID,high_start_time,high_start_type,high_start_level,low_time,low_type,low_level,high_end_time,high_end_type,high_end_level
177,2023177,2023-04-02T05:30:00Z,LH,31,2023-04-02T12:10:00Z,LL,-113,2023-04-02T18:00:00Z,HH,47
178,2023178,2023-04-02T18:00:00Z,HH,47,2023-04-03T01:00:00Z,LL,-139,2023-04-03T06:30:00Z,LH,36
179,2023179,2023-04-03T06:30:00Z,LH,36,2023-04-03T13:00:00Z,HL,-135,2023-04-03T19:00:00Z,HH,53
180,2023180,2023-04-03T19:00:00Z,HH,53,2023-04-04T01:40:00Z,LL,-149,2023-04-04T07:40:00Z,LH,43
181,2023181,2023-04-04T07:40:00Z,LH,43,2023-04-04T13:50:00Z,HL,-126,2023-04-04T19:40:00Z,HH,80
182,2023182,2023-04-04T19:40:00Z,HH,80,2023-04-05T02:10:00Z,LL,-127,2023-04-05T08:10:00Z,LH,61
183,2023183,2023-04-05T08:10:00Z,LH,61,2023-04-05T14:20:00Z,HL,-126,2023-04-05T20:10:00Z,HH,82
184,2023184,2023-04-05T20:10:00Z,HH,82,2023-04-06T02:50:00Z,LL,-125,2023-04-06T08:40:00Z,LH,77
185,2023185,2023-04-06T08:40:00Z,LH,77,2023-04-06T15:00:00Z,HL,-112,2023-04-06T20:40:00Z,HH,99
186,2023186,2023-04-06T20:40:00Z,HH,99,2023-04-07T03:20:00Z,HL,-105,2023-04-07T09:00:00Z,LH,90
187,2023187,2023-04-07T09:00:00Z,LH,90,2023-04-07T15:30:00Z,LL,-107,2023-04-07T21:20:00Z,HH,99
188,2023188,2023-04-07T21:20:00Z,HH,99,2023-04-08T04:00:00Z,HL,-123,2023-04-08T09:40:00Z,LH,67
189,2023189,2023-04-08T09:40:00Z,LH,67,2023-04-08T16:10:00Z,LL,-135,2023-04-08T21:50:00Z,HH,82
190,2023190,2023-04-08T21:50:00Z,HH,82,2023-04-09T04:30:00Z,HL,-125,2023-04-09T10:10:00Z,LH,72
191,2023191,2023-04-09T10:10:00Z,LH,72,2023-04-09T16:40:00Z,LL,-131,2023-04-09T22:20:00Z,HH,78
192,2023192,2023-04-09T22:20:00Z,HH,78,2023-04-10T05:00:00Z,LL,-132,2023-04-10T10:50:00Z,LH,65
193,2023193,2023-04-10T10:50:00Z,LH,65,2023-04-10T17:00:00Z,HL,-118,2023-04-10T23:20:00Z,HH,97
194,2023194,2023-04-10T23:20:00Z,HH,97,2023-04-11T05:00:00Z,HL,-56,2023-04-11T11:20:00Z,HH,137
195,2023195,2023-04-11T11:20:00Z,HH,137,2023-04-11T17:40:00Z,LL,-75,2023-04-11T23:40:00Z,LH,97
196,2023196,2023-04-11T23:40:00Z,LH,97,2023-04-12T05:50:00Z,HL,-93,2023-04-12T11:50:00Z,HH,64
197,2023197,2023-04-12T11:50:00Z,HH,64,2023-04-12T18:00:00Z,LL,-100,2023-04-13T00:30:00Z,LH,79
198,2023198,2023-04-13T00:30:00Z,LH,79,2023-04-13T06:00:00Z,HL,-33,2023-04-13T12:10:00Z,HH,119
199,2023199,2023-04-13T12:10:00Z,HH,119,2023-04-13T19:10:00Z,LL,-69,2023-04-14T01:00:00Z,LH,59
200,2023200,2023-04-14T01:00:00Z,LH,59,2023-04-14T07:20:00Z,HL,-85,2023-04-14T13:40:00Z,HH,64
201,2023201,2023-04-14T13:40:00Z,HH,64,2023-04-14T20:30:00Z,LL,-106,2023-04-15T02:50:00Z,LH,56
202,2023202,2023-04-15T02:50:00Z,LH,56,2023-04-15T08:50:00Z,HL,-68,2023-04-15T15:20:00Z,HH,81
203,2023203,2023-04-15T15:20:00Z,HH,81,2023-04-15T22:30:00Z,LL,-108,2023-04-16T04:40:00Z,LH,43
204,2023204,2023-04-16T04:40:00Z,LH,43,2023-04-16T10:50:00Z,HL,-100,2023-04-16T17:10:00Z,HH,78
205,2023205,2023-04-16T17:10:00Z,HH,78,2023-04-16T23:50:00Z,LL,-131,2023-04-17T06:00:00Z,LH,51
206,2023206,2023-04-17T06:00:00Z,LH,51,2023-04-17T12:20:00Z,HL,-112,2023-04-17T18:10:00Z,HH,82
207,2023207,2023-04-17T18:10:00Z,HH,82,2023-04-18T01:10:00Z,LL,-150,2023-04-18T06:50:00Z,LH,38
208,2023208,2023-04-18T06:50:00Z,LH,38,2023-04-18T13:20:00Z,HL,-148,2023-04-18T19:00:00Z,HH,75
209,2023209,2023-04-18T19:00:00Z,HH,75,2023-04-19T02:00:00Z,HL,-155,2023-04-19T07:40:00Z,LH,42
210,2023210,2023-04-19T07:40:00Z,LH,42,2023-04-19T14:10:00Z,LL,-156,2023-04-19T19:50:00Z,HH,78
211,2023211,2023-04-19T19:50:00Z,HH,78,2023-04-20T02:40:00Z,HL,-142,2023-04-20T08:10:00Z,LH,53
212,2023212,2023-04-20T08:10:00Z,LH,53,2023-04-20T15:00:00Z,LL,-156,2023-04-20T20:40:00Z,HH,85
213,2023213,2023-04-20T20:40:00Z,HH,85,2023-04-21T03:20:00Z,HL,-134,2023-04-21T09:10:00Z,LH,63
214,2023214,2023-04-21T09:10:00Z,LH,63,2023-04-21T15:30:00Z,LL,-137,2023-04-21T21:10:00Z,HH,95
215,2023215,2023-04-21T21:10:00Z,HH,95,2023-04-22T03:50:00Z,HL,-112,2023-04-22T09:40:00Z,LH,84
216,2023216,2023-04-22T09:40:00Z,LH,84,2023-04-22T16:10:00Z,LL,-121,2023-04-22T22:10:00Z,HH,100
217,2023217,2023-04-22T22:10:00Z,HH,100,2023-04-23T04:20:00Z,HL,-105,2023-04-23T10:20:00Z,LH,90
218,2023218,2023-04-23T10:20:00Z,LH,90,2023-04-23T16:30:00Z,LL,-115,2023-04-23T22:40:00Z,HH,93
219,2023219,2023-04-23T22:40:00Z,HH,93,2023-04-24T04:40:00Z,LL,-74,2023-04-24T10:40:00Z,HH,132
220,2023220,2023-04-24T10:40:00Z,HH,132,2023-04-24T17:10:00Z,HL,-52,2023-04-24T23:00:00Z,LH,123
221,2023221,2023-04-24T23:00:00Z,LH,123,2023-04-25T05:20:00Z,HL,-54,2023-04-25T11:20:00Z,HH,119
222,2023222,2023-04-25T11:20:00Z,HH,119,2023-04-25T17:40:00Z,LL,-74,2023-04-25T23:20:00Z,LH,73
223,2023223,2023-04-25T23:20:00Z,LH,73,2023-04-26T05:50:00Z,LL,-87,2023-04-26T12:00:00Z,HH,87
224,2023224,2023-04-26T12:00:00Z,HH,87,2023-04-26T18:10:00Z,HL,-86,2023-04-27T00:10:00Z,LH,56
225,2023225,2023-04-27T00:10:00Z,LH,56,2023-04-27T06:10:00Z,HL,-83,2023-04-27T12:10:00Z,HH,80
226,2023226,2023-04-27T12:10:00Z,HH,80,2023-04-27T19:00:00Z,LL,-96,2023-04-28T00:40:00Z,LH,17
227,2023227,2023-04-28T00:40:00Z,LH,17,2023-04-28T06:50:00Z,LL,-97,2023-04-28T13:20:00Z,HH,71
228,2023228,2023-04-28T13:20:00Z,HH,71,2023-04-28T20:00:00Z,HL,-63,2023-04-29T02:10:00Z,LH,45
229,2023229,2023-04-29T02:10:00Z,LH,45,2023-04-29T08:00:00Z,HL,-50,2023-04-29T14:40:00Z,HH,83
230,2023230,2023-04-29T14:40:00Z,HH,83,2023-04-29T21:50:00Z,LL,-86,2023-04-30T03:40:00Z,LH,31
231,2023231,2023-04-30T03:40:00Z,LH,31,2023-04-30T10:00:00Z,HL,-83,2023-04-30T16:10:00Z,HH,60
232,2023232,2023-04-30T16:10:00Z,HH,60,2023-04-30T23:10:00Z,LL,-109,2023-05-01T05:20:00Z,LH,47
233,2023233,2023-05-01T05:20:00Z,LH,47,2023-05-01T11:00:00Z,HL,-76,2023-05-01T17:20:00Z,HH,94
234,2023234,2023-05-01T17:20:00Z,HH,94,2023-05-01T23:50:00Z,LL,-78,2023-05-02T06:00:00Z,LH,67
235,2023235,2023-05-02T06:00:00Z,LH,67,2023-05-02T12:20:00Z,HL,-90,2023-05-02T18:00:00Z,HH,70
236,2023236,2023-05-02T18:00:00Z,HH,70,2023-05-03T01:00:00Z,LL,-130,2023-05-03T06:50:00Z,LH,44
237,2023237,2023-05-03T06:50:00Z,LH,44,2023-05-03T13:10:00Z,HL,-124,2023-05-03T19:00:00Z,HH,62
238,2023238,2023-05-03T19:00:00Z,HH,62,2023-05-04T01:40:00Z,LL,-144,2023-05-04T07:10:00Z,LH,46
239,2023239,2023-05-04T07:10:00Z,LH,46,2023-05-04T13:40:00Z,HL,-136,2023-05-04T19:40:00Z,HH,70
240,2023240,2023-05-04T19:40:00Z,HH,70,2023-05-05T02:10:00Z,LL,-133,2023-05-05T08:00:00Z,LH,63
241,2023241,2023-05-05T08:00:00Z,LH,63,2023-05-05T14:30:00Z,HL,-129,2023-05-05T20:10:00Z,HH,78
242,2023242,2023-05-05T20:10:00Z,HH,78,2023-05-06T02:50:00Z,LL,-130,2023-05-06T08:30:00Z,LH,68
243,2023243,2023-05-06T08:30:00Z,LH,68,2023-05-06T15:00:00Z,HL,-128,2023-05-06T20:50:00Z,HH,81
244,2023244,2023-05-06T20:50:00Z,HH,81,2023-05-07T03:30:00Z,LL,-130,2023-05-07T09:20:00Z,LH,74
245,2023245,2023-05-07T09:20:00Z,LH,74,2023-05-07T15:40:00Z,HL,-127,2023-05-07T21:30:00Z,HH,83
246,2023246,2023-05-07T21:30:00Z,HH,83,2023-05-08T04:00:00Z,HL,-120,2023-05-08T09:50:00Z,HH,80
247,2023247,2023-05-08T09:50:00Z,HH,80,2023-05-08T16:20:00Z,LL,-121,2023-05-08T22:10:00Z,LH,80
248,2023248,2023-05-08T22:10:00Z,LH,80,2023-05-09T04:30:00Z,LL,-112,2023-05-09T10:20:00Z,HH,97
249,2023249,2023-05-09T10:20:00Z,HH,97,2023-05-09T16:50:00Z,HL,-99,2023-05-09T23:00:00Z,LH,97
250,2023250,2023-05-09T23:00:00Z,LH,97,2023-05-10T05:00:00Z,HL,-82,2023-05-10T11:10:00Z,HH,110
251,2023251,2023-05-10T11:10:00Z,HH,110,2023-05-10T17:30:00Z,LL,-97,2023-05-10T23:40:00Z,LH,78
252,2023252,2023-05-10T23:40:00Z,LH,78,2023-05-11T05:50:00Z,HL,-92,2023-05-11T12:00:00Z,HH,93
253,2023253,2023-05-11T12:00:00Z,HH,93,2023-05-11T18:30:00Z,LL,-110,2023-05-12T00:30:00Z,LH,56
254,2023254,2023-05-12T00:30:00Z,LH,56,2023-05-12T06:40:00Z,HL,-96,2023-05-12T13:00:00Z,HH,80
255,2023255,2023-05-12T13:00:00Z,HH,80,2023-05-12T19:40:00Z,LL,-110,2023-05-13T01:30:00Z,LH,37
256,2023256,2023-05-13T01:30:00Z,LH,37,2023-05-13T07:30:00Z,HL,-94,2023-05-13T14:00:00Z,HH,71
257,2023257,2023-05-13T14:00:00Z,HH,71,2023-05-13T20:50:00Z,LL,-113,2023-05-14T03:00:00Z,LH,34
258,2023258,2023-05-14T03:00:00Z,LH,34,2023-05-14T08:50:00Z,HL,-94,2023-05-14T15:20:00Z,HH,83
259,2023259,2023-05-14T15:20:00Z,HH,83,2023-05-14T22:10:00Z,LL,-110,2023-05-15T04:40:00Z,LH,56
260,2023260,2023-05-15T04:40:00Z,LH,56,2023-05-15T10:20:00Z,HL,-74,2023-05-15T16:40:00Z,HH,111
261,2023261,2023-05-15T16:40:00Z,HH,111,2023-05-15T23:40:00Z,LL,-91,2023-05-16T05:30:00Z,LH,60
262,2023262,2023-05-16T05:30:00Z,LH,60,2023-05-16T11:50:00Z,HL,-98,2023-05-16T17:50:00Z,HH,101
263,2023263,2023-05-16T17:50:00Z,HH,101,2023-05-17T00:30:00Z,HL,-97,2023-05-17T06:30:00Z,LH,63
264,2023264,2023-05-17T06:30:00Z,LH,63,2023-05-17T12:50:00Z,LL,-114,2023-05-17T18:40:00Z,HH,82
265,2023265,2023-05-17T18:40:00Z,HH,82,2023-05-18T01:30:00Z,LL,-131,2023-05-18T07:10:00Z,LH,51
266,2023266,2023-05-18T07:10:00Z,LH,51,2023-05-18T13:40:00Z,HL,-129,2023-05-18T19:20:00Z,HH,84
267,2023267,2023-05-18T19:20:00Z,HH,84,2023-05-19T02:10:00Z,HL,-121,2023-05-19T08:00:00Z,LH,67
268,2023268,2023-05-19T08:00:00Z,LH,67,2023-05-19T14:20:00Z,LL,-130,2023-05-19T20:10:00Z,HH,78
269,2023269,2023-05-19T20:10:00Z,HH,78,2023-05-20T02:50:00Z,HL,-126,2023-05-20T08:30:00Z,LH,61
270,2023270,2023-05-20T08:30:00Z,LH,61,2023-05-20T15:10:00Z,LL,-143,2023-05-20T20:50:00Z,HH,65
271,2023271,2023-05-20T20:50:00Z,HH,65,2023-05-21T03:20:00Z,LL,-127,2023-05-21T09:20:00Z,HH,74
272,2023272,2023-05-21T09:20:00Z,HH,74,2023-05-21T15:50:00Z,HL,-126,2023-05-21T21:30:00Z,LH,70
273,2023273,2023-05-21T21:30:00Z,LH,70,2023-05-22T03:40:00Z,LL,-111,2023-05-22T09:40:00Z,HH,89
274,2023274,2023-05-22T09:40:00Z,HH,89,2023-05-22T16:20:00Z,HL,-110,2023-05-22T22:20:00Z,LH,75
275,2023275,2023-05-22T22:20:00Z,LH,75,2023-05-23T04:30:00Z,HL,-88,2023-05-23T10:20:00Z,HH,96
276,2023276,2023-05-23T10:20:00Z,HH,96,2023-05-23T17:00:00Z,LL,-99,2023-05-23T22:40:00Z,LH,60
277,2023277,2023-05-23T22:40:00Z,LH,60,2023-05-24T04:50:00Z,LL,-104,2023-05-24T10:50:00Z,HH,85
278,2023278,2023-05-24T10:50:00Z,HH,85,2023-05-24T17:20:00Z,HL,-101,2023-05-24T23:20:00Z,LH,58
279,2023279,2023-05-24T23:20:00Z,LH,58,2023-05-25T05:30:00Z,HL,-100,2023-05-25T11:30:00Z,HH,73
280,2023280,2023-05-25T11:30:00Z,HH,73,2023-05-25T18:20:00Z,LL,-116,2023-05-25T23:40:00Z,LH,24
281,2023281,2023-05-25T23:40:00Z,LH,24,2023-05-26T06:00:00Z,HL,-110,2023-05-26T12:10:00Z,HH,61
282,2023282,2023-05-26T12:10:00Z,HH,61,2023-05-26T19:00:00Z,LL,-113,2023-05-27T00:40:00Z,LH,12
283,2023283,2023-05-27T00:40:00Z,LH,12,2023-05-27T06:40:00Z,LL,-114,2023-05-27T12:50:00Z,HH,54
284,2023284,2023-05-27T12:50:00Z,HH,54,2023-05-27T19:40:00Z,HL,-108,2023-05-28T02:00:00Z,LH,33
285,2023285,2023-05-28T02:00:00Z,LH,33,2023-05-28T07:40:00Z,HL,-71,2023-05-28T13:40:00Z,HH,72
286,2023286,2023-05-28T13:40:00Z,HH,72,2023-05-28T20:40:00Z,LL,-104,2023-05-29T02:50:00Z,LH,10
287,2023287,2023-05-29T02:50:00Z,LH,10,2023-05-29T08:40:00Z,HL,-98,2023-05-29T15:10:00Z,HH,42
288,2023288,2023-05-29T15:10:00Z,HH,42,2023-05-29T22:00:00Z,LL,-114,2023-05-30T03:50:00Z,LH,19
289,2023289,2023-05-30T03:50:00Z,LH,19,2023-05-30T10:00:00Z,HL,-100,2023-05-30T16:30:00Z,HH,47
290,2023290,2023-05-30T16:30:00Z,HH,47,2023-05-30T23:10:00Z,LL,-125,2023-05-31T05:10:00Z,LH,35
291,2023291,2023-05-31T05:10:00Z,LH,35,2023-05-31T11:10:00Z,HL,-110,2023-05-31T17:20:00Z,HH,56
292,2023292,2023-05-31T17:20:00Z,HH,56,2023-06-01T00:00:00Z,LL,-125,2023-06-01T05:50:00Z,LH,48
293,2023293,2023-06-01T05:50:00Z,LH,48,2023-06-01T12:10:00Z,HL,-100,2023-06-01T18:20:00Z,HH,76
294,2023294,2023-06-01T18:20:00Z,HH,76,2023-06-02T00:50:00Z,LL,-111,2023-06-02T06:40:00Z,LH,60
295,2023295,2023-06-02T06:40:00Z,LH,60,2023-06-02T13:00:00Z,HL,-109,2023-06-02T19:00:00Z,HH,65
296,2023296,2023-06-02T19:00:00Z,HH,65,2023-06-03T01:30:00Z,LL,-133,2023-06-03T07:30:00Z,LH,63
297,2023297,2023-06-03T07:30:00Z,LH,63,2023-06-03T13:50:00Z,HL,-119,2023-06-03T19:40:00Z,HH,77
298,2023298,2023-06-03T19:40:00Z,HH,77,2023-06-04T02:10:00Z,HL,-121,2023-06-04T08:10:00Z,HH,75
299,2023299,2023-06-04T08:10:00Z,HH,75,2023-06-04T14:40:00Z,LL,-122,2023-06-04T20:30:00Z,LH,74
300,2023300,2023-06-04T20:30:00Z,LH,74,2023-06-05T03:00:00Z,HL,-122,2023-06-05T08:50:00Z,HH,78
301,2023301,2023-06-05T08:50:00Z,HH,78,2023-06-05T15:30:00Z,LL,-123,2023-06-05T21:10:00Z,LH,72
302,2023302,2023-06-05T21:10:00Z,LH,72,2023-06-06T03:40:00Z,HL,-118,2023-06-06T09:40:00Z,HH,84
303,2023303,2023-06-06T09:40:00Z,HH,84,2023-06-06T16:10:00Z,LL,-123,2023-06-06T22:00:00Z,LH,68
304,2023304,2023-06-06T22:00:00Z,LH,68,2023-06-07T04:20:00Z,HL,-115,2023-06-07T10:10:00Z,HH,85
305,2023305,2023-06-07T10:10:00Z,HH,85,2023-06-07T17:10:00Z,LL,-126,2023-06-07T22:50:00Z,LH,60
306,2023306,2023-06-07T22:50:00Z,LH,60,2023-06-08T05:10:00Z,HL,-108,2023-06-08T11:10:00Z,HH,87
307,2023307,2023-06-08T11:10:00Z,HH,87,2023-06-08T18:00:00Z,LL,-130,2023-06-08T23:30:00Z,LH,44
308,2023308,2023-06-08T23:30:00Z,LH,44,2023-06-09T06:00:00Z,HL,-113,2023-06-09T11:50:00Z,HH,87
309,2023309,2023-06-09T11:50:00Z,HH,87,2023-06-09T18:50:00Z,LL,-124,2023-06-10T00:30:00Z,LH,45
310,2023310,2023-06-10T00:30:00Z,LH,45,2023-06-10T06:50:00Z,HL,-108,2023-06-10T13:00:00Z,HH,92
311,2023311,2023-06-10T13:00:00Z,HH,92,2023-06-10T19:40:00Z,LL,-118,2023-06-11T01:40:00Z,LH,42
312,2023312,2023-06-11T01:40:00Z,LH,42,2023-06-11T07:40:00Z,HL,-99,2023-06-11T14:10:00Z,HH,100
313,2023313,2023-06-11T14:10:00Z,HH,100,2023-06-11T20:40:00Z,LL,-105,2023-06-12T02:30:00Z,LH,46
314,2023314,2023-06-12T02:30:00Z,LH,46,2023-06-12T08:50:00Z,HL,-96,2023-06-12T15:20:00Z,HH,96
315,2023315,2023-06-12T15:20:00Z,HH,96,2023-06-12T21:50:00Z,LL,-100,2023-06-13T03:40:00Z,LH,47
316,2023316,2023-06-13T03:40:00Z,LH,47,2023-06-13T09:50:00Z,HL,-99,2023-06-13T16:10:00Z,HH,89
317,2023317,2023-06-13T16:10:00Z,HH,89,2023-06-13T23:00:00Z,LL,-102,2023-06-14T04:50:00Z,LH,49
318,2023318,2023-06-14T04:50:00Z,LH,49,2023-06-14T11:10:00Z,HL,-109,2023-06-14T17:10:00Z,HH,82
319,2023319,2023-06-14T17:10:00Z,HH,82,2023-06-15T00:00:00Z,LL,-107,2023-06-15T05:50:00Z,LH,59
320,2023320,2023-06-15T05:50:00Z,LH,59,2023-06-15T12:10:00Z,HL,-104,2023-06-15T18:20:00Z,HH,87
321,2023321,2023-06-15T18:20:00Z,HH,87,2023-06-16T00:40:00Z,HL,-102,2023-06-16T06:50:00Z,LH,72
322,2023322,2023-06-16T06:50:00Z,LH,72,2023-06-16T13:10:00Z,LL,-105,2023-06-16T19:10:00Z,HH,87
323,2023323,2023-06-16T19:10:00Z,HH,87,2023-06-17T01:30:00Z,HL,-97,2023-06-17T07:30:00Z,HH,84
324,2023324,2023-06-17T07:30:00Z,HH,84,2023-06-17T14:00:00Z,LL,-104,2023-06-17T19:50:00Z,LH,84
325,2023325,2023-06-17T19:50:00Z,LH,84,2023-06-18T02:10:00Z,HL,-99,2023-06-18T08:10:00Z,HH,90
326,2023326,2023-06-18T08:10:00Z,HH,90,2023-06-18T14:40:00Z,LL,-104,2023-06-18T20:30:00Z,LH,80
327,2023327,2023-06-18T20:30:00Z,LH,80,2023-06-19T02:50:00Z,LL,-97,2023-06-19T08:50:00Z,HH,112
328,2023328,2023-06-19T08:50:00Z,HH,112,2023-06-19T15:20:00Z,HL,-90,2023-06-19T21:10:00Z,LH,78
329,2023329,2023-06-19T21:10:00Z,LH,78,2023-06-20T03:20:00Z,LL,-101,2023-06-20T09:30:00Z,HH,98
330,2023330,2023-06-20T09:30:00Z,HH,98,2023-06-20T15:50:00Z,HL,-94,2023-06-20T21:50:00Z,LH,87
331,2023331,2023-06-20T21:50:00Z,LH,87,2023-06-21T04:00:00Z,HL,-83,2023-06-21T10:00:00Z,HH,113
332,2023332,2023-06-21T10:00:00Z,HH,113,2023-06-21T16:40:00Z,LL,-86,2023-06-21T22:20:00Z,LH,75
333,2023333,2023-06-21T22:20:00Z,LH,75,2023-06-22T04:40:00Z,LL,-96,2023-06-22T10:40:00Z,HH,102
334,2023334,2023-06-22T10:40:00Z,HH,102,2023-06-22T17:10:00Z,HL,-90,2023-06-22T23:00:00Z,LH,68
335,2023335,2023-06-22T23:00:00Z,LH,68,2023-06-23T05:10:00Z,HL,-90,2023-06-23T11:20:00Z,HH,97
336,2023336,2023-06-23T11:20:00Z,HH,97,2023-06-23T17:50:00Z,LL,-99,2023-06-23T23:50:00Z,LH,53
337,2023337,2023-06-23T23:50:00Z,LH,53,2023-06-24T05:50:00Z,LL,-102,2023-06-24T11:50:00Z,HH,88
338,2023338,2023-06-24T11:50:00Z,HH,88,2023-06-24T18:20:00Z,HL,-92,2023-06-25T00:10:00Z,LH,51
339,2023339,2023-06-25T00:10:00Z,LH,51,2023-06-25T06:30:00Z,LL,-101,2023-06-25T12:50:00Z,HH,84
340,2023340,2023-06-25T12:50:00Z,HH,84,2023-06-25T19:10:00Z,HL,-91,2023-06-26T01:20:00Z,LH,68
341,2023341,2023-06-26T01:20:00Z,LH,68,2023-06-26T06:50:00Z,HL,-56,2023-06-26T13:20:00Z,HH,116
342,2023342,2023-06-26T13:20:00Z,HH,116,2023-06-26T19:50:00Z,LL,-63,2023-06-27T01:40:00Z,LH,66
343,2023343,2023-06-27T01:40:00Z,LH,66,2023-06-27T07:50:00Z,HL,-71,2023-06-27T14:20:00Z,HH,88
344,2023344,2023-06-27T14:20:00Z,HH,88,2023-06-27T20:40:00Z,LL,-81,2023-06-28T02:50:00Z,LH,51
345,2023345,2023-06-28T02:50:00Z,LH,51,2023-06-28T08:50:00Z,LL,-78,2023-06-28T15:20:00Z,HH,94
346,2023346,2023-06-28T15:20:00Z,HH,94,2023-06-28T21:50:00Z,HL,-72,2023-06-29T03:50:00Z,LH,72
347,2023347,2023-06-29T03:50:00Z,LH,72,2023-06-29T09:50:00Z,HL,-68,2023-06-29T16:10:00Z,HH,95
348,2023348,2023-06-29T16:10:00Z,HH,95,2023-06-29T22:50:00Z,LL,-76,2023-06-30T04:40:00Z,LH,70
349,2023349,2023-06-30T04:40:00Z,LH,70,2023-06-30T11:00:00Z,LL,-81,2023-06-30T17:20:00Z,HH,94
350,2023350,2023-06-30T17:20:00Z,HH,94,2023-06-30T23:40:00Z,HL,-73,2023-07-01T06:00:00Z,LH,90
351,2023351,2023-07-01T06:00:00Z,LH,90,2023-07-01T12:00:00Z,LL,-65,2023-07-01T18:20:00Z,HH,118
352,2023352,2023-07-01T18:20:00Z,HH,118,2023-07-02T00:40:00Z,LL,-57,2023-07-02T06:50:00Z,HH,127
353,2023353,2023-07-02T06:50:00Z,HH,127,2023-07-02T13:10:00Z,HL,-43,2023-07-02T19:10:00Z,LH,127
