tID,tideID,high_start_time,high_start_type,high_start_level,low_time,low_type,low_level,high_end_time,high_end_type,high_end_level
354,2023354,2023-07-02T19:10:00Z,LH,127,2023-07-03T01:20:00Z,HL,-61,2023-07-03T07:40:00Z,HH,124
355,2023355,2023-07-03T07:40:00Z,HH,124,2023-07-03T14:10:00Z,LL,-64,2023-07-03T20:00:00Z,LH,120
356,2023356,2023-07-03T20:00:00Z,LH,120,2023-07-04T02:20:00Z,HL,-63,2023-07-04T08:30:00Z,HH,128
357,2023357,2023-07-04T08:30:00Z,HH,128,2023-07-04T15:10:00Z,LL,-78,2023-07-04T21:10:00Z,LH,102
358,2023358,2023-07-04T21:10:00Z,LH,102,2023-07-05T03:30:00Z,LL,-102,2023-07-05T10:20:00Z,HH,132
359,2023359,2023-07-05T10:20:00Z,HH,132,2023-07-05T15:50:00Z,HL,-54,2023-07-05T21:50:00Z,LH,108
360,2023360,2023-07-05T21:50:00Z,LH,108,2023-07-06T04:10:00Z,HL,-88,2023-07-06T10:20:00Z,HH,122
361,2023361,2023-07-06T10:20:00Z,HH,122,2023-07-06T17:00:00Z,LL,-110,2023-07-06T22:40:00Z,LH,71
362,2023362,2023-07-06T22:40:00Z,LH,71,2023-07-07T05:00:00Z,HL,-116,2023-07-07T11:00:00Z,HH,100
363,2023363,2023-07-07T11:00:00Z,HH,100,2023-07-07T17:50:00Z,LL,-129,2023-07-07T23:40:00Z,LH,57
364,2023364,2023-07-07T23:40:00Z,LH,57,2023-07-08T05:50:00Z,LL,-117,2023-07-08T11:50:00Z,HH,113
365,2023365,2023-07-08T11:50:00Z,HH,113,2023-07-08T18:40:00Z,HL,-107,2023-07-09T00:30:00Z,LH,57
366,2023366,2023-07-09T00:30:00Z,LH,57,2023-07-09T06:30:00Z,LL,-110,2023-07-09T13:10:00Z,HH,117
367,2023367,2023-07-09T13:10:00Z,HH,117,2023-07-09T19:20:00Z,HL,-95,2023-07-10T01:10:00Z,LH,60
368,2023368,2023-07-10T01:10:00Z,LH,60,2023-07-10T07:20:00Z,LL,-103,2023-07-10T13:30:00Z,HH,108
369,2023369,2023-07-10T13:30:00Z,HH,108,2023-07-10T20:10:00Z,HL,-95,2023-07-11T02:20:00Z,LH,54
370,2023370,2023-07-11T02:20:00Z,LH,54,2023-07-11T08:20:00Z,LL,-102,2023-07-11T14:40:00Z,HH,106
371,2023371,2023-07-11T14:40:00Z,HH,106,2023-07-11T20:50:00Z,HL,-78,2023-07-12T03:10:00Z,LH,72
372,2023372,2023-07-12T03:10:00Z,LH,72,2023-07-12T09:10:00Z,LL,-67,2023-07-12T15:30:00Z,HH,115
373,2023373,2023-07-12T15:30:00Z,HH,115,2023-07-12T22:10:00Z,HL,-59,2023-07-13T04:00:00Z,LH,79
374,2023374,2023-07-13T04:00:00Z,LH,79,2023-07-13T10:20:00Z,HL,-68,2023-07-13T16:40:00Z,HH,100
375,2023375,2023-07-13T16:40:00Z,HH,100,2023-07-13T23:10:00Z,LL,-74,2023-07-14T05:00:00Z,LH,71
376,2023376,2023-07-14T05:00:00Z,LH,71,2023-07-14T11:40:00Z,HL,-91,2023-07-14T17:50:00Z,HH,73
377,2023377,2023-07-14T17:50:00Z,HH,73,2023-07-15T00:00:00Z,LL,-101,2023-07-15T06:20:00Z,HH,89
378,2023378,2023-07-15T06:20:00Z,HH,89,2023-07-15T12:40:00Z,HL,-82,2023-07-15T18:50:00Z,LH,87
379,2023379,2023-07-15T18:50:00Z,LH,87,2023-07-16T00:30:00Z,LL,-58,2023-07-16T07:20:00Z,HH,111
380,2023380,2023-07-16T07:20:00Z,HH,111,2023-07-16T13:30:00Z,HL,-56,2023-07-16T19:50:00Z,LH,99
381,2023381,2023-07-16T19:50:00Z,LH,99,2023-07-17T01:40:00Z,HL,-69,2023-07-17T08:00:00Z,HH,114
382,2023382,2023-07-17T08:00:00Z,HH,114,2023-07-17T14:20:00Z,LL,-78,2023-07-17T20:30:00Z,LH,90
383,2023383,2023-07-17T20:30:00Z,LH,90,2023-07-18T02:30:00Z,HL,-87,2023-07-18T08:30:00Z,HH,108
384,2023384,2023-07-18T08:30:00Z,HH,108,2023-07-18T15:10:00Z,LL,-92,2023-07-18T21:10:00Z,LH,78
385,2023385,2023-07-18T21:10:00Z,LH,78,2023-07-19T03:10:00Z,LL,-98,2023-07-19T09:10:00Z,HH,109
386,2023386,2023-07-19T09:10:00Z,HH,109,2023-07-19T15:50:00Z,HL,-83,2023-07-19T21:40:00Z,LH,88
387,2023387,2023-07-19T21:40:00Z,LH,88,2023-07-20T03:50:00Z,HL,-82,2023-07-20T09:50:00Z,HH,114
388,2023388,2023-07-20T09:50:00Z,HH,114,2023-07-20T16:20:00Z,LL,-87,2023-07-20T22:10:00Z,LH,76
389,2023389,2023-07-20T22:10:00Z,LH,76,2023-07-21T04:20:00Z,LL,-98,2023-07-21T10:30:00Z,HH,101
390,2023390,2023-07-21T10:30:00Z,HH,101,2023-07-21T16:50:00Z,HL,-87,2023-07-21T22:40:00Z,LH,76
391,2023391,2023-07-21T22:40:00Z,LH,76,2023-07-22T04:50:00Z,LL,-95,2023-07-22T11:00:00Z,HH,103
392,2023392,2023-07-22T11:00:00Z,HH,103,2023-07-22T17:20:00Z,HL,-83,2023-07-22T23:50:00Z,LH,83
393,2023393,2023-07-22T23:50:00Z,LH,83,2023-07-23T05:20:00Z,LL,-75,2023-07-23T11:40:00Z,HH,116
394,2023394,2023-07-23T11:40:00Z,HH,116,2023-07-23T17:50:00Z,HL,-64,2023-07-23T23:40:00Z,LH,87
395,2023395,2023-07-23T23:40:00Z,LH,87,2023-07-24T05:50:00Z,LL,-76,2023-07-24T12:00:00Z,HH,108
396,2023396,2023-07-24T12:00:00Z,HH,108,2023-07-24T18:20:00Z,HL,-65,2023-07-25T00:20:00Z,LH,81
397,2023397,2023-07-25T00:20:00Z,LH,81,2023-07-25T06:30:00Z,LL,-75,2023-07-25T12:40:00Z,HH,100
398,2023398,2023-07-25T12:40:00Z,HH,100,2023-07-25T19:00:00Z,HL,-68,2023-07-26T01:10:00Z,LH,75
399,2023399,2023-07-26T01:10:00Z,LH,75,2023-07-26T07:10:00Z,LL,-70,2023-07-26T13:20:00Z,HH,98
400,2023400,2023-07-26T13:20:00Z,HH,98,2023-07-26T19:40:00Z,HL,-68,2023-07-27T01:30:00Z,LH,66
401,2023401,2023-07-27T01:30:00Z,LH,66,2023-07-27T07:40:00Z,LL,-74,2023-07-27T14:20:00Z,HH,94
402,2023402,2023-07-27T14:20:00Z,HH,94,2023-07-27T20:20:00Z,HL,-54,2023-07-28T02:40:00Z,LH,78
403,2023403,2023-07-28T02:40:00Z,LH,78,2023-07-28T08:40:00Z,HL,-59,2023-07-28T15:00:00Z,HH,93
404,2023404,2023-07-28T15:00:00Z,HH,93,2023-07-28T21:30:00Z,LL,-71,2023-07-29T03:50:00Z,LH,73
405,2023405,2023-07-29T03:50:00Z,LH,73,2023-07-29T10:10:00Z,HL,-60,2023-07-29T16:30:00Z,HH,96
406,2023406,2023-07-29T16:30:00Z,HH,96,2023-07-29T22:50:00Z,LL,-60,2023-07-30T05:30:00Z,LH,102
407,2023407,2023-07-30T05:30:00Z,LH,102,2023-07-30T11:20:00Z,HL,-49,2023-07-30T18:10:00Z,HH,108
408,2023408,2023-07-30T18:10:00Z,HH,108,2023-07-31T00:10:00Z,HL,-57,2023-07-31T06:40:00Z,HH,115
409,2023409,2023-07-31T06:40:00Z,HH,115,2023-07-31T12:40:00Z,LL,-62,2023-07-31T19:30:00Z,LH,104
410,2023410,2023-07-31T19:30:00Z,LH,104,2023-08-01T01:20:00Z,LL,-71,2023-08-01T07:40:00Z,HH,127
411,2023411,2023-08-01T07:40:00Z,HH,127,2023-08-01T14:00:00Z,HL,-60,2023-08-01T20:00:00Z,LH,114
412,2023412,2023-08-01T20:00:00Z,LH,114,2023-08-02T02:20:00Z,HL,-81,2023-08-02T08:20:00Z,HH,115
413,2023413,2023-08-02T08:20:00Z,HH,115,2023-08-02T14:40:00Z,LL,-86,2023-08-02T21:00:00Z,LH,114
414,2023414,2023-08-02T21:00:00Z,LH,114,2023-08-03T02:50:00Z,HL,-63,2023-08-03T09:10:00Z,HH,153
415,2023415,2023-08-03T09:10:00Z,HH,153,2023-08-03T15:40:00Z,LL,-77,2023-08-03T21:40:00Z,LH,101
416,2023416,2023-08-03T21:40:00Z,LH,101,2023-08-04T04:00:00Z,HL,-96,2023-08-04T10:00:00Z,HH,125
417,2023417,2023-08-04T10:00:00Z,HH,125,2023-08-04T16:50:00Z,LL,-106,2023-08-04T22:30:00Z,LH,77
418,2023418,2023-08-04T22:30:00Z,LH,77,2023-08-05T04:50:00Z,LL,-114,2023-08-05T10:50:00Z,HH,114
419,2023419,2023-08-05T10:50:00Z,HH,114,2023-08-05T17:20:00Z,HL,-108,2023-08-05T23:20:00Z,LH,79
420,2023420,2023-08-05T23:20:00Z,LH,79,2023-08-06T05:30:00Z,LL,-97,2023-08-06T11:50:00Z,HH,139
421,2023421,2023-08-06T11:50:00Z,HH,139,2023-08-06T18:20:00Z,HL,-70,2023-08-07T00:00:00Z,LH,94
422,2023422,2023-08-07T00:00:00Z,LH,94,2023-08-07T06:10:00Z,LL,-80,2023-08-07T12:20:00Z,HH,136
423,2023423,2023-08-07T12:20:00Z,HH,136,2023-08-07T18:40:00Z,HL,-63,2023-08-08T00:50:00Z,LH,95
424,2023424,2023-08-08T00:50:00Z,LH,95,2023-08-08T06:40:00Z,LL,-74,2023-08-08T13:00:00Z,HH,140
425,2023425,2023-08-08T13:00:00Z,HH,140,2023-08-08T19:20:00Z,HL,-43,2023-08-09T01:20:00Z,LH,100
426,2023426,2023-08-09T01:20:00Z,LH,100,2023-08-09T07:40:00Z,LL,-59,2023-08-09T13:40:00Z,HH,124
427,2023427,2023-08-09T13:40:00Z,HH,124,2023-08-09T20:20:00Z,HL,-49,2023-08-10T01:50:00Z,HH,77
428,2023428,2023-08-10T01:50:00Z,HH,77,2023-08-10T08:30:00Z,LL,-87,2023-08-10T15:00:00Z,LH,70
429,2023429,2023-08-10T15:00:00Z,LH,70,2023-08-10T21:00:00Z,HL,-79,2023-08-11T03:10:00Z,LH,63
430,2023430,2023-08-11T03:10:00Z,LH,63,2023-08-11T09:30:00Z,LL,-82,2023-08-11T16:00:00Z,HH,68
431,2023431,2023-08-11T16:00:00Z,HH,68,2023-08-11T22:10:00Z,HL,-66,2023-08-12T04:40:00Z,HH,84
432,2023432,2023-08-12T04:40:00Z,HH,84,2023-08-12T11:00:00Z,LL,-65,2023-08-12T17:30:00Z,LH,78
433,2023433,2023-08-12T17:30:00Z,LH,78,2023-08-12T23:30:00Z,HL,-56,2023-08-13T05:50:00Z,HH,96
434,2023434,2023-08-13T05:50:00Z,HH,96,2023-08-13T12:30:00Z,LL,-68,2023-08-13T18:40:00Z,LH,81
435,2023435,2023-08-13T18:40:00Z,LH,81,2023-08-14T00:40:00Z,HL,-69,2023-08-14T06:50:00Z,HH,99
436,2023436,2023-08-14T06:50:00Z,HH,99,2023-08-14T13:30:00Z,LL,-87,2023-08-14T19:20:00Z,LH,72
437,2023437,2023-08-14T19:20:00Z,LH,72,2023-08-15T01:30:00Z,LL,-84,2023-08-15T07:40:00Z,HH,109
438,2023438,2023-08-15T07:40:00Z,HH,109,2023-08-15T14:10:00Z,HL,-74,2023-08-15T20:10:00Z,LH,89
439,2023439,2023-08-15T20:10:00Z,LH,89,2023-08-16T02:20:00Z,HL,-82,2023-08-16T08:20:00Z,HH,108
440,2023440,2023-08-16T08:20:00Z,HH,108,2023-08-16T15:00:00Z,LL,-102,2023-08-16T20:40:00Z,LH,61
441,2023441,2023-08-16T20:40:00Z,LH,61,2023-08-17T03:10:00Z,HL,-116,2023-08-17T08:50:00Z,HH,87
442,2023442,2023-08-17T08:50:00Z,HH,87,2023-08-17T15:40:00Z,LL,-116,2023-08-17T21:30:00Z,LH,59
443,2023443,2023-08-17T21:30:00Z,LH,59,2023-08-18T03:40:00Z,LL,-121,2023-08-18T09:30:00Z,HH,87
444,2023444,2023-08-18T09:30:00Z,HH,87,2023-08-18T16:00:00Z,HL,-113,2023-08-18T21:50:00Z,LH,63
445,2023445,2023-08-18T21:50:00Z,LH,63,2023-08-19T04:00:00Z,LL,-118,2023-08-19T10:10:00Z,HH,103
446,2023446,2023-08-19T10:10:00Z,HH,103,2023-08-19T16:30:00Z,HL,-95,2023-08-19T22:20:00Z,LH,70
447,2023447,2023-08-19T22:20:00Z,LH,70,2023-08-20T04:30:00Z,LL,-114,2023-08-20T10:20:00Z,HH,100
448,2023448,2023-08-20T10:20:00Z,HH,100,2023-08-20T16:50:00Z,HL,-86,2023-08-20T23:00:00Z,LH,85
449,2023449,2023-08-20T23:00:00Z,LH,85,2023-08-21T05:10:00Z,LL,-101,2023-08-21T11:00:00Z,HH,98
450,2023450,2023-08-21T11:00:00Z,HH,98,2023-08-21T17:30:00Z,HL,-98,2023-08-21T23:10:00Z,LH,74
451,2023451,2023-08-21T23:10:00Z,LH,74,2023-08-22T05:30:00Z,LL,-99,2023-08-22T11:20:00Z,HH,100
452,2023452,2023-08-22T11:20:00Z,HH,100,2023-08-22T17:50:00Z,HL,-82,2023-08-22T23:50:00Z,LH,81
453,2023453,2023-08-22T23:50:00Z,LH,81,2023-08-23T06:00:00Z,LL,-90,2023-08-23T11:50:00Z,HH,95
454,2023454,2023-08-23T11:50:00Z,HH,95,2023-08-23T18:30:00Z,HL,-88,2023-08-24T00:20:00Z,LH,67
455,2023455,2023-08-24T00:20:00Z,LH,67,2023-08-24T06:50:00Z,LL,-98,2023-08-24T12:30:00Z,HH,87
456,2023456,2023-08-24T12:30:00Z,HH,87,2023-08-24T18:40:00Z,HL,-79,2023-08-25T00:50:00Z,LH,74
457,2023457,2023-08-25T00:50:00Z,LH,74,2023-08-25T07:10:00Z,LL,-72,2023-08-25T13:20:00Z,HH,85
458,2023458,2023-08-25T13:20:00Z,HH,85,2023-08-25T19:40:00Z,HL,-69,2023-08-26T01:50:00Z,LH,73
459,2023459,2023-08-26T01:50:00Z,LH,73,2023-08-26T08:20:00Z,LL,-64,2023-08-26T14:30:00Z,HH,77
460,2023460,2023-08-26T14:30:00Z,HH,77,2023-08-26T20:40:00Z,HL,-59,2023-08-27T03:10:00Z,LH,74
461,2023461,2023-08-27T03:10:00Z,LH,74,2023-08-27T09:50:00Z,LL,-62,2023-08-27T16:30:00Z,HH,81
462,2023462,2023-08-27T16:30:00Z,HH,81,2023-08-27T22:20:00Z,HL,-48,2023-08-28T05:10:00Z,HH,96
463,2023463,2023-08-28T05:10:00Z,HH,96,2023-08-28T11:30:00Z,LL,-74,2023-08-28T17:50:00Z,LH,79
464,2023464,2023-08-28T17:50:00Z,LH,79,2023-08-29T00:10:00Z,HL,-80,2023-08-29T06:20:00Z,HH,91
465,2023465,2023-08-29T06:20:00Z,HH,91,2023-08-29T13:00:00Z,LL,-100,2023-08-29T19:00:00Z,LH,83
466,2023466,2023-08-29T19:00:00Z,LH,83,2023-08-30T01:10:00Z,HL,-77,2023-08-30T07:20:00Z,HH,122
467,2023467,2023-08-30T07:20:00Z,HH,122,2023-08-30T13:50:00Z,LL,-89,2023-08-30T19:50:00Z,LH,100
468,2023468,2023-08-30T19:50:00Z,LH,100,2023-08-31T02:10:00Z,HL,-75,2023-08-31T08:20:00Z,HH,130
469,2023469,2023-08-31T08:20:00Z,HH,130,2023-08-31T14:50:00Z,LL,-97,2023-08-31T20:40:00Z,LH,90
470,2023470,2023-08-31T20:40:00Z,LH,90,2023-09-01T03:00:00Z,HL,-98,2023-09-01T09:00:00Z,HH,127
471,2023471,2023-09-01T09:00:00Z,HH,127,2023-09-01T15:40:00Z,LL,-106,2023-09-01T21:40:00Z,LH,85
472,2023472,2023-09-01T21:40:00Z,LH,85,2023-09-02T03:50:00Z,HL,-109,2023-09-02T10:00:00Z,HH,126
473,2023473,2023-09-02T10:00:00Z,HH,126,2023-09-02T16:30:00Z,LL,-111,2023-09-02T22:10:00Z,LH,68
474,2023474,2023-09-02T22:10:00Z,LH,68,2023-09-03T04:40:00Z,LL,-130,2023-09-03T10:20:00Z,HH,114
475,2023475,2023-09-03T10:20:00Z,HH,114,2023-09-03T17:10:00Z,HL,-108,2023-09-03T23:00:00Z,LH,76
476,2023476,2023-09-03T23:00:00Z,LH,76,2023-09-04T05:30:00Z,LL,-119,2023-09-04T11:00:00Z,HH,112
477,2023477,2023-09-04T11:00:00Z,HH,112,2023-09-04T17:50:00Z,HL,-103,2023-09-04T23:30:00Z,LH,74
478,2023478,2023-09-04T23:30:00Z,LH,74,2023-09-05T05:50:00Z,LL,-111,2023-09-05T11:40:00Z,HH,107
479,2023479,2023-09-05T11:40:00Z,HH,107,2023-09-05T18:10:00Z,HL,-88,2023-09-06T00:00:00Z,LH,74
480,2023480,2023-09-06T00:00:00Z,LH,74,2023-09-06T06:20:00Z,LL,-115,2023-09-06T12:20:00Z,HH,83
481,2023481,2023-09-06T12:20:00Z,HH,83,2023-09-06T18:50:00Z,HL,-89,2023-09-07T00:30:00Z,LH,71
482,2023482,2023-09-07T00:30:00Z,LH,71,2023-09-07T07:10:00Z,LL,-97,2023-09-07T13:00:00Z,HH,75
483,2023483,2023-09-07T13:00:00Z,HH,75,2023-09-07T19:00:00Z,HL,-74,2023-09-08T01:20:00Z,HH,74
484,2023484,2023-09-08T01:20:00Z,HH,74,2023-09-08T07:40:00Z,LL,-78,2023-09-08T14:00:00Z,LH,64
485,2023485,2023-09-08T14:00:00Z,LH,64,2023-09-08T19:50:00Z,HL,-56,2023-09-09T02:30:00Z,HH,78
486,2023486,2023-09-09T02:30:00Z,HH,78,2023-09-09T09:00:00Z,LL,-65,2023-09-09T15:10:00Z,LH,52
487,2023487,2023-09-09T15:10:00Z,LH,52,2023-09-09T21:30:00Z,HL,-51,2023-09-10T03:50:00Z,HH,93
488,2023488,2023-09-10T03:50:00Z,HH,93,2023-09-10T10:50:00Z,HL,-61,2023-09-10T17:00:00Z,LH,59
489,2023489,2023-09-10T17:00:00Z,LH,59,2023-09-10T23:00:00Z,LL,-70,2023-09-11T05:40:00Z,HH,94
490,2023490,2023-09-11T05:40:00Z,HH,94,2023-09-11T12:20:00Z,HL,-71,2023-09-11T18:10:00Z,LH,75
491,2023491,2023-09-11T18:10:00Z,LH,75,2023-09-12T00:20:00Z,HL,-60,2023-09-12T06:40:00Z,HH,115
492,2023492,2023-09-12T06:40:00Z,HH,115,2023-09-12T13:10:00Z,LL,-73,2023-09-12T19:10:00Z,LH,84
493,2023493,2023-09-12T19:10:00Z,LH,84,2023-09-13T01:10:00Z,HL,-74,2023-09-13T07:20:00Z,HH,95
494,2023494,2023-09-13T07:20:00Z,HH,95,2023-09-13T14:00:00Z,LL,-90,2023-09-13T19:50:00Z,LH,68
495,2023495,2023-09-13T19:50:00Z,LH,68,2023-09-14T02:10:00Z,HL,-106,2023-09-14T08:00:00Z,HH,91
496,2023496,2023-09-14T08:00:00Z,HH,91,2023-09-14T14:40:00Z,LL,-116,2023-09-14T20:30:00Z,LH,72
497,2023497,2023-09-14T20:30:00Z,LH,72,2023-09-15T02:30:00Z,HL,-84,2023-09-15T08:40:00Z,HH,129
498,2023498,2023-09-15T08:40:00Z,HH,129,2023-09-15T15:10:00Z,LL,-85,2023-09-15T20:50:00Z,LH,81
499,2023499,2023-09-15T20:50:00Z,LH,81,2023-09-16T03:10:00Z,LL,-106,2023-09-16T09:10:00Z,HH,101
500,2023500,2023-09-16T09:10:00Z,HH,101,2023-09-16T15:30:00Z,HL,-94,2023-09-16T21:10:00Z,LH,83
501,2023501,2023-09-16T21:10:00Z,LH,83,2023-09-17T03:50:00Z,HL,-106,2023-09-17T09:30:00Z,HH,94
502,2023502,2023-09-17T09:30:00Z,HH,94,2023-09-17T16:00:00Z,LL,-106,2023-09-17T22:00:00Z,LH,75
503,2023503,2023-09-17T22:00:00Z,LH,75,2023-09-18T04:10:00Z,LL,-116,2023-09-18T10:10:00Z,LH,112
504,2023504,2023-09-18T10:10:00Z,LH,112,2023-09-18T16:20:00Z,HL,-75,2023-09-18T22:50:00Z,HH,124
505,2023505,2023-09-18T22:50:00Z,HH,124,2023-09-19T04:20:00Z,LL,-34,2023-09-19T10:30:00Z,HH,157
506,2023506,2023-09-19T10:30:00Z,HH,157,2023-09-19T16:30:00Z,HL,-22,2023-09-19T22:30:00Z,LH,124
507,2023507,2023-09-19T22:30:00Z,LH,124,2023-09-20T04:40:00Z,HL,-49,2023-09-20T10:50:00Z,HH,124
508,2023508,2023-09-20T10:50:00Z,HH,124,2023-09-20T17:10:00Z,LL,-69,2023-09-20T23:20:00Z,LH,91
509,2023509,2023-09-20T23:20:00Z,LH,91,2023-09-21T05:20:00Z,LL,-73,2023-09-21T11:40:00Z,HH,116
510,2023510,2023-09-21T11:40:00Z,HH,116,2023-09-21T17:40:00Z,HL,-69,2023-09-21T23:40:00Z,LH,106
511,2023511,2023-09-21T23:40:00Z,LH,106,2023-09-22T05:50:00Z,LL,-71,2023-09-22T12:00:00Z,HH,103
512,2023512,2023-09-22T12:00:00Z,HH,103,2023-09-22T18:10:00Z,HL,-56,2023-09-23T00:30:00Z,HH,105
513,2023513,2023-09-23T00:30:00Z,HH,105,2023-09-23T06:50:00Z,LL,-54,2023-09-23T12:50:00Z,LH,95
514,2023514,2023-09-23T12:50:00Z,LH,95,2023-09-23T19:00:00Z,HL,-53,2023-09-24T01:10:00Z,HH,87
515,2023515,2023-09-24T01:10:00Z,HH,87,2023-09-24T07:50:00Z,HL,-65,2023-09-24T14:20:00Z,LH,50
516,2023516,2023-09-24T14:20:00Z,LH,50,2023-09-24T20:30:00Z,LL,-67,2023-09-25T03:00:00Z,HH,72
517,2023517,2023-09-25T03:00:00Z,HH,72,2023-09-25T09:40:00Z,LL,-69,2023-09-25T16:10:00Z,LH,72
518,2023518,2023-09-25T16:10:00Z,LH,72,2023-09-25T22:00:00Z,HL,-39,2023-09-26T04:20:00Z,HH,123
519,2023519,2023-09-26T04:20:00Z,HH,123,2023-09-26T11:40:00Z,HL,-77,2023-09-26T17:30:00Z,LH,76
520,2023520,2023-09-26T17:30:00Z,LH,76,2023-09-26T23:50:00Z,LL,-79,2023-09-27T06:10:00Z,HH,110
521,2023521,2023-09-27T06:10:00Z,HH,110,2023-09-27T12:50:00Z,HL,-93,2023-09-27T19:00:00Z,LH,89
522,2023522,2023-09-27T19:00:00Z,LH,89,2023-09-28T00:50:00Z,HL,-90,2023-09-28T07:00:00Z,HH,119
523,2023523,2023-09-28T07:00:00Z,HH,119,2023-09-28T14:00:00Z,LL,-113,2023-09-28T19:40:00Z,LH,75
524,2023524,2023-09-28T19:40:00Z,LH,75,2023-09-29T02:00:00Z,LL,-89,2023-09-29T08:00:00Z,HH,143
525,2023525,2023-09-29T08:00:00Z,HH,143,2023-09-29T14:20:00Z,HL,-79,2023-09-29T20:30:00Z,LH,110
526,2023526,2023-09-29T20:30:00Z,LH,110,2023-09-30T02:30:00Z,HL,-73,2023-09-30T08:50:00Z,HH,155
527,2023527,2023-09-30T08:50:00Z,HH,155,2023-09-30T15:30:00Z,LL,-83,2023-09-30T21:10:00Z,LH,91
528,2023528,2023-09-30T21:10:00Z,LH,91,2023-10-01T03:30:00Z,LL,-116,2023-10-01T09:20:00Z,HH,112
529,2023529,2023-10-01T09:20:00Z,HH,112,2023-10-01T16:10:00Z,HL,-106,2023-10-01T21:50:00Z,LH,86
