tID,tideID,high_start_time,high_start_type,high_start_level,low_time,low_type,low_level,high_end_time,high_end_type,high_end_level
530,2023530,2023-10-01T21:50:00Z,LH,86,2023-10-02T04:10:00Z,LL,-102,2023-10-02T10:00:00Z,HH,137
531,2023531,2023-10-02T10:00:00Z,HH,137,2023-10-02T16:40:00Z,HL,-84,2023-10-02T22:20:00Z,LH,92
532,2023532,2023-10-02T22:20:00Z,LH,92,2023-10-03T04:30:00Z,LL,-95,2023-10-03T10:50:00Z,LH,143
533,2023533,2023-10-03T10:50:00Z,LH,143,2023-10-03T17:00:00Z,HL,-34,2023-10-03T22:50:00Z,HH,147
534,2023534,2023-10-03T22:50:00Z,HH,147,2023-10-04T05:20:00Z,HL,-55,2023-10-04T11:10:00Z,HH,127
535,2023535,2023-10-04T11:10:00Z,HH,127,2023-10-04T17:20:00Z,LL,-61,2023-10-04T23:30:00Z,LH,104
536,2023536,2023-10-04T23:30:00Z,LH,104,2023-10-05T06:00:00Z,LL,-64,2023-10-05T11:40:00Z,HH,107
537,2023537,2023-10-05T11:40:00Z,HH,107,2023-10-05T18:00:00Z,HL,-62,2023-10-06T00:10:00Z,HH,96
538,2023538,2023-10-06T00:10:00Z,HH,96,2023-10-06T06:20:00Z,LL,-67,2023-10-06T12:40:00Z,LH,81
539,2023539,2023-10-06T12:40:00Z,LH,81,2023-10-06T18:20:00Z,HL,-27,2023-10-07T00:50:00Z,HH,147
540,2023540,2023-10-07T00:50:00Z,HH,147,2023-10-07T07:00:00Z,HL,-12,2023-10-07T12:10:00Z,LH,62
541,2023541,2023-10-07T12:10:00Z,LH,62,2023-10-07T18:40:00Z,LL,-42,2023-10-08T01:40:00Z,HH,82
542,2023542,2023-10-08T01:40:00Z,HH,82,2023-10-08T08:30:00Z,HL,-51,2023-10-08T14:20:00Z,LH,33
543,2023543,2023-10-08T14:20:00Z,LH,33,2023-10-08T20:30:00Z,LL,-73,2023-10-09T03:40:00Z,HH,77
544,2023544,2023-10-09T03:40:00Z,HH,77,2023-10-09T10:20:00Z,HL,-42,2023-10-09T16:20:00Z,LH,72
545,2023545,2023-10-09T16:20:00Z,LH,72,2023-10-09T22:20:00Z,LL,-52,2023-10-10T05:10:00Z,HH,88
546,2023546,2023-10-10T05:10:00Z,HH,88,2023-10-10T11:40:00Z,LL,-88,2023-10-10T18:10:00Z,LH,66
547,2023547,2023-10-10T18:10:00Z,LH,66,2023-10-10T23:20:00Z,HL,-41,2023-10-11T06:10:00Z,HH,136
548,2023548,2023-10-11T06:10:00Z,HH,136,2023-10-11T12:50:00Z,LL,-27,2023-10-11T18:40:00Z,LH,126
549,2023549,2023-10-11T18:40:00Z,LH,126,2023-10-12T00:20:00Z,HL,-26,2023-10-12T06:40:00Z,HH,153
550,2023550,2023-10-12T06:40:00Z,HH,153,2023-10-12T13:20:00Z,LL,-61,2023-10-12T19:10:00Z,LH,75
551,2023551,2023-10-12T19:10:00Z,LH,75,2023-10-13T01:20:00Z,LL,-91,2023-10-13T07:30:00Z,LH,115
552,2023552,2023-10-13T07:30:00Z,LH,115,2023-10-13T13:40:00Z,HL,-44,2023-10-13T20:00:00Z,HH,133
553,2023553,2023-10-13T20:00:00Z,HH,133,2023-10-14T01:50:00Z,LL,-27,2023-10-14T08:00:00Z,HH,204
554,2023554,2023-10-14T08:00:00Z,HH,204,2023-10-14T14:30:00Z,HL,6,2023-10-14T20:20:00Z,LH,177
555,2023555,2023-10-14T20:20:00Z,LH,177,2023-10-15T02:30:00Z,HL,-25,2023-10-15T08:20:00Z,HH,166
556,2023556,2023-10-15T08:20:00Z,HH,166,2023-10-15T15:10:00Z,LL,-47,2023-10-15T21:00:00Z,LH,116
557,2023557,2023-10-15T21:00:00Z,LH,116,2023-10-16T03:20:00Z,HL,-83,2023-10-16T09:00:00Z,HH,106
558,2023558,2023-10-16T09:00:00Z,HH,106,2023-10-16T15:30:00Z,LL,-101,2023-10-16T21:20:00Z,LH,87
559,2023559,2023-10-16T21:20:00Z,LH,87,2023-10-17T03:40:00Z,LL,-105,2023-10-17T09:20:00Z,HH,96
560,2023560,2023-10-17T09:20:00Z,HH,96,2023-10-17T16:00:00Z,HL,-102,2023-10-17T21:30:00Z,LH,79
561,2023561,2023-10-17T21:30:00Z,LH,79,2023-10-18T04:20:00Z,HL,-123,2023-10-18T09:50:00Z,HH,63
562,2023562,2023-10-18T09:50:00Z,HH,63,2023-10-18T16:40:00Z,LL,-140,2023-10-18T22:00:00Z,LH,44
563,2023563,2023-10-18T22:00:00Z,LH,44,2023-10-19T04:10:00Z,HL,-119,2023-10-19T10:20:00Z,HH,73
564,2023564,2023-10-19T10:20:00Z,HH,73,2023-10-19T16:50:00Z,LL,-124,2023-10-19T22:40:00Z,LH,51
565,2023565,2023-10-19T22:40:00Z,LH,51,2023-10-20T05:20:00Z,LL,-162,2023-10-20T10:40:00Z,LH,-5
566,2023566,2023-10-20T10:40:00Z,LH,-5,2023-10-20T17:00:00Z,HL,-155,2023-10-20T23:50:00Z,HH,77
567,2023567,2023-10-20T23:50:00Z,HH,77,2023-10-21T05:30:00Z,LL,-73,2023-10-21T12:10:00Z,HH,94
568,2023568,2023-10-21T12:10:00Z,HH,94,2023-10-21T17:40:00Z,HL,-51,2023-10-21T23:30:00Z,LH,84
569,2023569,2023-10-21T23:30:00Z,LH,84,2023-10-22T06:10:00Z,LL,-70,2023-10-22T12:50:00Z,HH,75
570,2023570,2023-10-22T12:50:00Z,HH,75,2023-10-22T18:20:00Z,HL,-38,2023-10-23T00:50:00Z,HH,126
571,2023571,2023-10-23T00:50:00Z,HH,126,2023-10-23T07:50:00Z,HL,-51,2023-10-23T13:50:00Z,LH,64
572,2023572,2023-10-23T13:50:00Z,LH,64,2023-10-23T20:20:00Z,LL,-67,2023-10-24T02:40:00Z,HH,81
573,2023573,2023-10-24T02:40:00Z,HH,81,2023-10-24T09:20:00Z,LL,-72,2023-10-24T16:00:00Z,LH,81
574,2023574,2023-10-24T16:00:00Z,LH,81,2023-10-24T21:50:00Z,HL,-26,2023-10-25T04:00:00Z,HH,134
575,2023575,2023-10-25T04:00:00Z,HH,134,2023-10-25T11:10:00Z,LL,-69,2023-10-25T17:30:00Z,LH,83
576,2023576,2023-10-25T17:30:00Z,LH,83,2023-10-25T23:20:00Z,HL,-63,2023-10-26T05:40:00Z,HH,129
577,2023577,2023-10-26T05:40:00Z,HH,129,2023-10-26T12:20:00Z,LL,-93,2023-10-26T18:20:00Z,LH,73
578,2023578,2023-10-26T18:20:00Z,LH,73,2023-10-27T00:30:00Z,LL,-101,2023-10-27T06:40:00Z,HH,117
579,2023579,2023-10-27T06:40:00Z,HH,117,2023-10-27T13:10:00Z,HL,-89,2023-10-27T19:10:00Z,LH,91
580,2023580,2023-10-27T19:10:00Z,LH,91,2023-10-28T01:20:00Z,LL,-90,2023-10-28T07:30:00Z,HH,135
581,2023581,2023-10-28T07:30:00Z,HH,135,2023-10-28T13:50:00Z,HL,-77,2023-10-28T19:40:00Z,LH,95
582,2023582,2023-10-28T19:40:00Z,LH,95,2023-10-29T02:00:00Z,LL,-106,2023-10-29T08:10:00Z,HH,146
583,2023583,2023-10-29T08:10:00Z,HH,146,2023-10-29T14:40:00Z,HL,-55,2023-10-29T20:40:00Z,LH,122
584,2023584,2023-10-29T20:40:00Z,LH,122,2023-10-30T02:50:00Z,HL,-51,2023-10-30T08:50:00Z,HH,162
585,2023585,2023-10-30T08:50:00Z,HH,162,2023-10-30T15:20:00Z,LL,-62,2023-10-30T21:20:00Z,LH,123
586,2023586,2023-10-30T21:20:00Z,LH,123,2023-10-31T03:30:00Z,LL,-78,2023-10-31T09:40:00Z,HH,140
587,2023587,2023-10-31T09:40:00Z,HH,140,2023-10-31T15:50:00Z,HL,-66,2023-10-31T21:50:00Z,LH,122
588,2023588,2023-10-31T21:50:00Z,LH,122,2023-11-01T04:20:00Z,LL,-86,2023-11-01T10:10:00Z,LH,117
589,2023589,2023-11-01T10:10:00Z,LH,117,2023-11-01T16:10:00Z,HL,-62,2023-11-01T22:20:00Z,HH,126
590,2023590,2023-11-01T22:20:00Z,HH,126,2023-11-02T05:00:00Z,LL,-86,2023-11-02T11:40:00Z,LH,82
591,2023591,2023-11-02T11:40:00Z,LH,82,2023-11-02T16:00:00Z,HL,8,2023-11-02T22:40:00Z,HH,148
592,2023592,2023-11-02T22:40:00Z,HH,148,2023-11-03T04:50:00Z,HL,12,2023-11-03T10:50:00Z,HH,162
593,2023593,2023-11-03T10:50:00Z,HH,162,2023-11-03T17:10:00Z,LL,-2,2023-11-03T23:00:00Z,LH,159
594,2023594,2023-11-03T23:00:00Z,LH,159,2023-11-04T05:40:00Z,HL,-34,2023-11-04T11:30:00Z,HH,96
595,2023595,2023-11-04T11:30:00Z,HH,96,2023-11-04T17:30:00Z,LL,-45,2023-11-05T00:10:00Z,HH,143
596,2023596,2023-11-05T00:10:00Z,HH,143,2023-11-05T06:20:00Z,LL,-3,2023-11-05T12:10:00Z,LH,120
597,2023597,2023-11-05T12:10:00Z,LH,120,2023-11-05T17:50:00Z,HL,31,2023-11-06T00:20:00Z,HH,157
598,2023598,2023-11-06T00:20:00Z,HH,157,2023-11-06T07:30:00Z,LL,-3,2023-11-06T14:00:00Z,LH,96
599,2023599,2023-11-06T14:00:00Z,LH,96,2023-11-06T19:50:00Z,HL,5,2023-11-07T02:20:00Z,HH,133
600,2023600,2023-11-07T02:20:00Z,HH,133,2023-11-07T09:10:00Z,LL,-15,2023-11-07T15:10:00Z,LH,85
601,2023601,2023-11-07T15:10:00Z,LH,85,2023-11-07T21:10:00Z,HL,-8,2023-11-08T03:50:00Z,HH,129
602,2023602,2023-11-08T03:50:00Z,HH,129,2023-11-08T10:30:00Z,HL,-34,2023-11-08T16:50:00Z,LH,87
603,2023603,2023-11-08T16:50:00Z,LH,87,2023-11-08T22:50:00Z,LL,-35,2023-11-09T05:10:00Z,HH,127
604,2023604,2023-11-09T05:10:00Z,HH,127,2023-11-09T11:30:00Z,LL,-31,2023-11-09T17:40:00Z,LH,126
605,2023605,2023-11-09T17:40:00Z,LH,126,2023-11-09T23:40:00Z,HL,-25,2023-11-10T06:00:00Z,HH,144
606,2023606,2023-11-10T06:00:00Z,HH,144,2023-11-10T12:20:00Z,LL,-46,2023-11-10T18:30:00Z,LH,118
607,2023607,2023-11-10T18:30:00Z,LH,118,2023-11-11T00:20:00Z,HL,-42,2023-11-11T06:40:00Z,HH,136
608,2023608,2023-11-11T06:40:00Z,HH,136,2023-11-11T13:00:00Z,LL,-70,2023-11-11T19:00:00Z,LH,102
609,2023609,2023-11-11T19:00:00Z,LH,102,2023-11-12T01:20:00Z,HL,-84,2023-11-12T07:30:00Z,HH,111
610,2023610,2023-11-12T07:30:00Z,HH,111,2023-11-12T13:40:00Z,LL,-90,2023-11-12T19:40:00Z,LH,98
611,2023611,2023-11-12T19:40:00Z,LH,98,2023-11-13T01:50:00Z,HL,-91,2023-11-13T07:50:00Z,LH,102
612,2023612,2023-11-13T07:50:00Z,LH,102,2023-11-13T13:50:00Z,LL,-97,2023-11-13T20:40:00Z,HH,136
613,2023613,2023-11-13T20:40:00Z,HH,136,2023-11-14T02:10:00Z,HL,8,2023-11-14T08:20:00Z,HH,182
614,2023614,2023-11-14T08:20:00Z,HH,182,2023-11-14T14:40:00Z,LL,-47,2023-11-14T20:40:00Z,LH,133
615,2023615,2023-11-14T20:40:00Z,LH,133,2023-11-15T02:50:00Z,LL,-64,2023-11-15T09:10:00Z,LH,125
616,2023616,2023-11-15T09:10:00Z,LH,125,2023-11-15T15:20:00Z,HL,-60,2023-11-15T21:40:00Z,HH,129
617,2023617,2023-11-15T21:40:00Z,HH,129,2023-11-16T03:50:00Z,HL,-81,2023-11-16T09:40:00Z,HH,101
618,2023618,2023-11-16T09:40:00Z,HH,101,2023-11-16T16:00:00Z,LL,-105,2023-11-16T22:00:00Z,LH,95
619,2023619,2023-11-16T22:00:00Z,LH,95,2023-11-17T04:30:00Z,LL,-99,2023-11-17T10:30:00Z,LH,93
620,2023620,2023-11-17T10:30:00Z,LH,93,2023-11-17T16:40:00Z,HL,-90,2023-11-17T22:30:00Z,HH,102
621,2023621,2023-11-17T22:30:00Z,HH,102,2023-11-18T05:20:00Z,HL,-104,2023-11-18T10:50:00Z,LH,64
622,2023622,2023-11-18T10:50:00Z,LH,64,2023-11-18T17:30:00Z,LL,-122,2023-11-18T23:50:00Z,HH,77
623,2023623,2023-11-18T23:50:00Z,HH,77,2023-11-19T05:30:00Z,LL,-64,2023-11-19T12:00:00Z,LH,107
624,2023624,2023-11-19T12:00:00Z,LH,107,2023-11-19T17:40:00Z,HL,-24,2023-11-19T23:50:00Z,HH,152
625,2023625,2023-11-19T23:50:00Z,HH,152,2023-11-20T06:40:00Z,HL,-33,2023-11-20T12:40:00Z,LH,84
626,2023626,2023-11-20T12:40:00Z,LH,84,2023-11-20T18:30:00Z,LL,-52,2023-11-21T01:20:00Z,HH,113
627,2023627,2023-11-21T01:20:00Z,HH,113,2023-11-21T08:00:00Z,HL,-89,2023-11-21T14:00:00Z,LH,39
628,2023628,2023-11-21T14:00:00Z,LH,39,2023-11-21T20:30:00Z,LL,-94,2023-11-22T02:40:00Z,HH,75
629,2023629,2023-11-22T02:40:00Z,HH,75,2023-11-22T09:20:00Z,LL,-116,2023-11-22T16:00:00Z,LH,54
630,2023630,2023-11-22T16:00:00Z,LH,54,2023-11-22T21:30:00Z,HL,-48,2023-11-23T04:00:00Z,HH,154
631,2023631,2023-11-23T04:00:00Z,HH,154,2023-11-23T10:40:00Z,LL,-24,2023-11-23T16:40:00Z,LH,153
632,2023632,2023-11-23T16:40:00Z,LH,153,2023-11-23T22:40:00Z,HL,17,2023-11-24T05:00:00Z,HH,226
633,2023633,2023-11-24T05:00:00Z,HH,226,2023-11-24T12:10:00Z,LL,23,2023-11-24T18:10:00Z,LH,202
634,2023634,2023-11-24T18:10:00Z,LH,202,2023-11-25T00:10:00Z,HL,10,2023-11-25T06:00:00Z,HH,175
635,2023635,2023-11-25T06:00:00Z,HH,175,2023-11-25T12:30:00Z,LL,-47,2023-11-25T18:40:00Z,LH,106
636,2023636,2023-11-25T18:40:00Z,LH,106,2023-11-26T01:10:00Z,HL,-89,2023-11-26T06:50:00Z,HH,123
637,2023637,2023-11-26T06:50:00Z,HH,123,2023-11-26T13:30:00Z,LL,-100,2023-11-26T19:30:00Z,LH,95
638,2023638,2023-11-26T19:30:00Z,LH,95,2023-11-27T01:50:00Z,LL,-99,2023-11-27T08:00:00Z,HH,130
639,2023639,2023-11-27T08:00:00Z,HH,130,2023-11-27T14:10:00Z,HL,-93,2023-11-27T19:50:00Z,LH,87
640,2023640,2023-11-27T19:50:00Z,LH,87,2023-11-28T02:30:00Z,LL,-117,2023-11-28T08:30:00Z,LH,96
641,2023641,2023-11-28T08:30:00Z,LH,96,2023-11-28T14:50:00Z,HL,-94,2023-11-28T20:50:00Z,HH,130
642,2023642,2023-11-28T20:50:00Z,HH,130,2023-11-29T03:30:00Z,HL,-55,2023-11-29T09:10:00Z,HH,121
643,2023643,2023-11-29T09:10:00Z,HH,121,2023-11-29T15:20:00Z,LL,-82,2023-11-29T21:10:00Z,LH,113
644,2023644,2023-11-29T21:10:00Z,LH,113,2023-11-30T04:00:00Z,LL,-104,2023-11-30T10:00:00Z,LH,89
645,2023645,2023-11-30T10:00:00Z,LH,89,2023-11-30T16:10:00Z,HL,-93,2023-11-30T21:50:00Z,HH,106
646,2023646,2023-11-30T21:50:00Z,HH,106,2023-12-01T04:40:00Z,HL,-100,2023-12-01T10:20:00Z,LH,74
647,2023647,2023-12-01T10:20:00Z,LH,74,2023-12-01T16:40:00Z,LL,-100,2023-12-01T22:40:00Z,HH,104
648,2023648,2023-12-01T22:40:00Z,HH,104,2023-12-02T05:10:00Z,HL,-84,2023-12-02T11:00:00Z,LH,77
649,2023649,2023-12-02T11:00:00Z,LH,77,2023-12-02T17:00:00Z,LL,-84,2023-12-02T23:10:00Z,HH,111
650,2023650,2023-12-02T23:10:00Z,HH,111,2023-12-03T05:50:00Z,LL,-81,2023-12-03T11:40:00Z,LH,64
651,2023651,2023-12-03T11:40:00Z,LH,64,2023-12-03T17:40:00Z,HL,-79,2023-12-03T23:50:00Z,HH,89
652,2023652,2023-12-03T23:50:00Z,HH,89,2023-12-04T06:10:00Z,HL,-72,2023-12-04T12:00:00Z,LH,48
653,2023653,2023-12-04T12:00:00Z,LH,48,2023-12-04T18:10:00Z,LL,-84,2023-12-05T00:40:00Z,HH,80
654,2023654,2023-12-05T00:40:00Z,HH,80,2023-12-05T07:00:00Z,LL,-76,2023-12-05T13:10:00Z,LH,45
655,2023655,2023-12-05T13:10:00Z,LH,45,2023-12-05T19:10:00Z,HL,-72,2023-12-06T01:30:00Z,HH,85
656,2023656,2023-12-06T01:30:00Z,HH,85,2023-12-06T08:10:00Z,HL,-72,2023-12-06T14:30:00Z,LH,46
657,2023657,2023-12-06T14:30:00Z,LH,46,2023-12-06T20:30:00Z,LL,-73,2023-12-07T02:40:00Z,HH,88
658,2023658,2023-12-07T02:40:00Z,HH,88,2023-12-07T09:10:00Z,HL,-77,2023-12-07T15:00:00Z,LH,35
659,2023659,2023-12-07T15:00:00Z,LH,35,2023-12-07T21:30:00Z,LL,-107,2023-12-08T04:10:00Z,LH,48
660,2023660,2023-12-08T04:10:00Z,LH,48,2023-12-08T10:00:00Z,LL,-108,2023-12-08T16:30:00Z,HH,56
661,2023661,2023-12-08T16:30:00Z,HH,56,2023-12-08T22:20:00Z,HL,-56,2023-12-09T05:00:00Z,HH,106
662,2023662,2023-12-09T05:00:00Z,HH,106,2023-12-09T11:20:00Z,LL,-75,2023-12-09T17:40:00Z,LH,64
663,2023663,2023-12-09T17:40:00Z,LH,64,2023-12-09T23:10:00Z,HL,-34,2023-12-10T06:10:00Z,HH,178
664,2023664,2023-12-10T06:10:00Z,HH,178,2023-12-10T12:20:00Z,LL,-7,2023-12-10T17:40:00Z,LH,114
665,2023665,2023-12-10T17:40:00Z,LH,114,2023-12-11T00:00:00Z,LL,-42,2023-12-11T06:50:00Z,HH,140
666,2023666,2023-12-11T06:50:00Z,HH,140,2023-12-11T12:50:00Z,HL,-40,2023-12-11T18:50:00Z,LH,137
667,2023667,2023-12-11T18:50:00Z,LH,137,2023-12-12T01:20:00Z,HL,-64,2023-12-12T07:10:00Z,HH,111
668,2023668,2023-12-12T07:10:00Z,HH,111,2023-12-12T13:40:00Z,LL,-100,2023-12-12T19:50:00Z,LH,96
669,2023669,2023-12-12T19:50:00Z,LH,96,2023-12-13T01:50:00Z,LL,-83,2023-12-13T08:10:00Z,HH,115
670,2023670,2023-12-13T08:10:00Z,HH,115,2023-12-13T14:20:00Z,HL,-80,2023-12-13T20:30:00Z,LH,107
671,2023671,2023-12-13T20:30:00Z,LH,107,2023-12-14T02:50:00Z,HL,-97,2023-12-14T08:40:00Z,LH,88
672,2023672,2023-12-14T08:40:00Z,LH,88,2023-12-14T15:00:00Z,LL,-109,2023-12-14T21:10:00Z,HH,111
673,2023673,2023-12-14T21:10:00Z,HH,111,2023-12-15T03:40:00Z,HL,-81,2023-12-15T09:30:00Z,LH,107
674,2023674,2023-12-15T09:30:00Z,LH,107,2023-12-15T15:50:00Z,LL,-90,2023-12-15T22:00:00Z,HH,115
675,2023675,2023-12-15T22:00:00Z,HH,115,2023-12-16T04:30:00Z,LL,-101,2023-12-16T10:30:00Z,LH,90
676,2023676,2023-12-16T10:30:00Z,LH,90,2023-12-16T16:30:00Z,HL,-75,2023-12-16T22:50:00Z,HH,136
677,2023677,2023-12-16T22:50:00Z,HH,136,2023-12-17T05:10:00Z,LL,-72,2023-12-17T11:10:00Z,LH,98
678,2023678,2023-12-17T11:10:00Z,LH,98,2023-12-17T17:30:00Z,HL,-67,2023-12-17T23:30:00Z,HH,135
679,2023679,2023-12-17T23:30:00Z,HH,135,2023-12-18T06:00:00Z,HL,-61,2023-12-18T12:10:00Z,LH,102
680,2023680,2023-12-18T12:10:00Z,LH,102,2023-12-18T18:00:00Z,LL,-63,2023-12-19T00:20:00Z,HH,133
681,2023681,2023-12-19T00:20:00Z,HH,133,2023-12-19T07:00:00Z,HL,-56,2023-12-19T13:00:00Z,LH,104
682,2023682,2023-12-19T13:00:00Z,LH,104,2023-12-19T18:40:00Z,LL,-61,2023-12-20T01:20:00Z,HH,151
683,2023683,2023-12-20T01:20:00Z,HH,151,2023-12-20T07:20:00Z,HL,-3,2023-12-20T13:40:00Z,LH,129
684,2023684,2023-12-20T13:40:00Z,LH,129,2023-12-20T19:30:00Z,LL,-12,2023-12-21T01:40:00Z,LH,149
685,2023685,2023-12-21T01:40:00Z,LH,149,2023-12-21T08:40:00Z,LL,-10,2023-12-21T15:20:00Z,HH,171
686,2023686,2023-12-21T15:20:00Z,HH,171,2023-12-21T20:30:00Z,HL,105,2023-12-22T01:40:00Z,HH,277
687,2023687,2023-12-22T01:40:00Z,HH,277,2023-12-22T10:20:00Z,HL,6,2023-12-22T16:00:00Z,LH,115
688,2023688,2023-12-22T16:00:00Z,LH,115,2023-12-22T22:10:00Z,LL,-31,2023-12-23T04:50:00Z,HH,172
689,2023689,2023-12-23T04:50:00Z,HH,172,2023-12-23T11:00:00Z,HL,-10,2023-12-23T17:00:00Z,LH,114
690,2023690,2023-12-23T17:00:00Z,LH,114,2023-12-23T23:10:00Z,LL,-37,2023-12-24T05:30:00Z,LH,137
691,2023691,2023-12-24T05:30:00Z,LH,137,2023-12-24T11:30:00Z,HL,-34,2023-12-24T18:30:00Z,HH,147
692,2023692,2023-12-24T18:30:00Z,HH,147,2023-12-25T00:10:00Z,HL,-5,2023-12-25T06:10:00Z,HH,200
693,2023693,2023-12-25T06:10:00Z,HH,200,2023-12-25T13:00:00Z,LL,-14,2023-12-25T18:30:00Z,LH,142
694,2023694,2023-12-25T18:30:00Z,LH,142,2023-12-26T01:00:00Z,LL,-60,2023-12-26T07:30:00Z,LH,134
695,2023695,2023-12-26T07:30:00Z,LH,134,2023-12-26T13:50:00Z,HL,-34,2023-12-26T19:30:00Z,HH,143
696,2023696,2023-12-26T19:30:00Z,HH,143,2023-12-27T02:20:00Z,HL,-77,2023-12-27T08:10:00Z,HH,88
697,2023697,2023-12-27T08:10:00Z,HH,88,2023-12-27T14:30:00Z,LL,-128,2023-12-27T20:50:00Z,LH,52
698,2023698,2023-12-27T20:50:00Z,LH,52,2023-12-28T02:40:00Z,LL,-116,2023-12-28T09:20:00Z,LH,69
699,2023699,2023-12-28T09:20:00Z,LH,69,2023-12-28T14:50:00Z,HL,-62,2023-12-28T21:10:00Z,HH,165
700,2023700,2023-12-28T21:10:00Z,HH,165,2023-12-29T03:20:00Z,HL,-20,2023-12-29T09:10:00Z,LH,144
701,2023701,2023-12-29T09:10:00Z,LH,144,2023-12-29T15:40:00Z,LL,-25,2023-12-29T21:50:00Z,HH,181
702,2023702,2023-12-29T21:50:00Z,HH,181,2023-12-30T04:10:00Z,HL,-16,2023-12-30T09:50:00Z,HH,126
703,2023703,2023-12-30T09:50:00Z,HH,126,2023-12-30T16:20:00Z,LL,-75,2023-12-30T22:20:00Z,LH,116
704,2023704,2023-12-30T22:20:00Z,LH,116,2023-12-31T05:00:00Z,LL,-104,2023-12-31T10:50:00Z,LH,45
705,2023705,2023-12-31T10:50:00Z,LH,45,2023-12-31T16:20:00Z,HL,-78,2023-12-31T22:50:00Z,HH,129
706,2023706,2023-12-31T22:50:00Z,HH,129,2024-01-01T05:00:00Z,HL,-17,2024-01-01T11:20:00Z,HH,136
